age,income,category,experience_years,department,salary_band,performance_score,location
28.899441643852914,72941.42116985172,B,5.956327363089186,Sales,Mid,6.789481227194476,Chicago
33.02042225746876,56356.40764224464,A,1.125989218725583,Sales,Senior,6.76535712465523,Nashville
43.44503415994778,78873.2983898773,A,10.022412496256417,Engineering,Junior,7.435515982731837,Austin
38.395706522035084,79978.21971361106,A,5.9948705501137285,Marketing,Junior,7.831496881773782,Los Angeles
24.817099668988163,54221.30474299508,B,7.963161923010923,Sales,Senior,8.785405044643312,Boston
47.07568576679987,113081.150889847,B,9.016159425247146,Marketing,Mid,8.802101677805412,Portland
25.20640110514742,70308.49383682586,B,8.167045841770312,Engineering,Mid,8.771926966356535,New York
35.25262983473964,62499.2599419211,A,6.396979667224146,Engineering,Mid,8.867445122781564,Miami
39.812346364509885,53589.524742113,B,4.844602012976281,Engineering,Senior,8.101870057461547,New York
31.997364816556082,71091.42489078768,B,2.4580342096353283,Engineering,Senior,7.894289561161297,San Francisco
35.384675632516085,95010.0044363185,A,4.5018121420611985,Marketing,Senior,7.174828969396062,San Francisco
28.883125571390007,80847.10727579739,C,12.943559786169923,Marketing,Mid,7.263360867364961,San Francisco
35.20865071015355,89055.12822672889,C,9.083044711624058,Marketing,Senior,7.162126503557477,Chicago
32.4403165922421,89855.89146225536,A,15.230377774892544,Engineering,Mid,8.408322200582832,Denver
34.2764151162695,71492.01015081324,B,9.213276873617005,Sales,Junior,7.679314489724564,Nashville
29.353817723616153,101189.25423324443,C,-2.1781587412783185,Engineering,Junior,8.240619349251958,New York
40.48951205171979,75273.70788569518,A,3.586262909493969,Engineering,Junior,7.8509600099781975,Chicago
34.229087281090514,61102.530283793094,A,0.20100252330695678,Marketing,Senior,8.552178339686435,Denver
39.04336928951988,64916.499139587766,B,4.182911069823726,Sales,Principal,7.783667061910934,Phoenix
34.33573311800104,92372.07275980842,A,2.9610482511519285,Sales,Mid,7.026337690418347,Nashville
39.76312192467335,68907.0944054478,C,11.65897791214796,Engineering,Junior,8.256583431927378,San Francisco
33.10846983995419,60877.87669229205,B,3.222581372986386,Marketing,Junior,7.789538350704308,San Francisco
35.2262032059378,69599.16910989127,C,7.086946476741014,Marketing,Junior,6.901982469274149,San Francisco
28.938266342316112,60182.41463644242,B,6.874692424276814,Sales,Senior,9.477763627767697,Boston
41.98819351764407,67205.93689270224,C,8.38449591678758,Marketing,Senior,8.053370100232677,Los Angeles
45.58995480915771,81322.41316632333,B,7.825198933925977,Marketing,Principal,6.944823246824604,Los Angeles
30.95193340335867,76810.09541748362,B,14.428889984143389,Marketing,Mid,6.955264278471602,San Francisco
36.535532512131034,78121.57997657232,B,10.521907131540061,Marketing,Mid,8.65199887127652,Miami
30.393680946318636,98498.30509594167,A,5.011925696932398,Engineering,Mid,6.901004543496595,San Francisco
37.73354873517057,84896.90117934794,B,17.431356265853037,Marketing,Mid,8.598410614344504,Miami
24.714825020726092,77675.73391917693,A,15.44071545874689,Sales,Senior,8.846182420542956,San Francisco
26.890387650367845,82520.5680210063,C,4.402188353463375,Marketing,Junior,8.016405208408441,San Francisco
39.48457293253625,89164.80196329828,B,7.085168347570197,Sales,Mid,8.034681850096518,Boston
19.168770979285465,30253.07239420236,B,12.82732584241726,Engineering,Mid,8.29136425954053,Phoenix
35.19141378163112,51832.55741719603,A,0.6872190255138717,Marketing,Senior,8.416587391693852,Denver
35.54598790339685,96625.52279803556,B,3.7464170841989595,Engineering,Senior,7.777775571566758,New York
32.53572570879154,92760.23271659693,A,11.422993895569626,Sales,Senior,7.44621102020818,Chicago
36.22820039785003,64402.26126615926,A,9.127284016419775,Engineering,Junior,7.7132448375025415,San Diego
26.82608508362126,42864.89143848381,C,6.743341514170394,Marketing,Principal,7.0622561437106155,Denver
27.041304530897367,72125.05645925163,C,8.899037316245538,Engineering,Junior,8.794483585662253,Los Angeles
40.074661954793804,81768.35760373337,B,6.677995559829502,Marketing,Mid,6.947507187188326,Los Angeles
40.58543961278011,62409.88644814679,C,5.414603518909568,Marketing,Senior,7.623618136214418,New York
34.91946419894929,55939.718910339085,A,-3.900037880890366,Sales,Junior,8.710829938331507,San Francisco
30.24283281281682,86401.55332556542,A,10.814862056810743,Sales,Senior,7.104689286160165,Chicago
31.51746221995867,94460.46881958439,A,3.2986010081924375,Engineering,Junior,7.4044597817844835,New York
40.55086148642641,67530.05420476144,A,7.02451960854712,Engineering,Junior,8.088595637423467,Boston
36.6608292346881,89150.75685703219,A,8.926701323168269,Marketing,Mid,7.514112463436489,Portland
36.663036207845124,94892.1512239119,C,5.659205771202899,Sales,Senior,7.133018640159996,Nashville
33.50438755846926,78994.63838916495,A,5.587288548960438,Sales,Mid,7.8780691568635755,New York
33.04171803104071,102956.6457347412,A,-1.9472568575908262,Sales,Senior,7.251671375573854,Nashville
