age,income,experience_years,performance_score,category,department,salary_band,location
36.480201387320506,81814.86310783595,8.159413475868599,8.38683914011925,C,Engineering,Senior,San Francisco
34.059317654265136,72643.49670286414,7.157484103496007,8.984000926063064,C,Engineering,Senior,Nashville
28.002777358490885,59273.55801832242,4.008324287532522,8.50281636951432,C,Sales,Mid,San Francisco
43.57104968734961,98835.63134643238,13.217035444212428,8.06873987192722,A,Marketing,Junior,Boston
30.225767155843442,65201.409448550156,3.0134159768611624,7.468891738168736,C,Engineering,Mid,San Francisco
46.44568620976317,109928.73618557357,17.17092493414229,9.658169579969648,B,Sales,Senior,Nashville
36.91751524470612,81964.8428396218,9.395943147658636,8.712701598681738,B,Engineering,Junior,Boston
30.17361297390103,61057.31567303665,4.460645988091981,7.39354929068521,A,Sales,Mid,San Diego
38.24727031884949,90275.61289003679,11.292917991281069,8.735912132615143,C,Sales,Junior,San Diego
27.881691482204374,55034.012743605665,3.6521380940667623,6.917701117925048,B,Marketing,Senior,Chicago
29.5059790008037,62876.04688405083,3.1072869648237056,7.481529004203128,B,Engineering,Senior,Portland
26.818531320825198,56524.7502783219,2.4587162688888062,7.953710158869816,A,Engineering,Senior,Chicago
42.22779818820413,98702.78453722729,11.346113521059493,8.688924409490134,A,Engineering,Mid,Chicago
37.42217862243607,84533.04132667209,9.345898987029894,7.692338798782184,B,Engineering,Senior,San Francisco
38.61522176252676,88577.21789905934,11.052336297542979,8.370681320518985,A,Engineering,Senior,Los Angeles
43.17771092954027,98892.36653174102,12.799289885945802,8.386526476729266,B,Marketing,Senior,New York
27.273845731642172,56314.07318875575,2.7079953939414834,7.273810233068017,B,Engineering,Senior,San Francisco
45.336918341312696,107674.48979760532,14.729839384421563,9.362484676855487,C,Sales,Senior,San Francisco
27.994602027041985,57118.93446898834,3.500542636674671,7.542749262587302,A,Sales,Mid,Portland
27.828725409100297,57130.54887366273,4.323338724860447,8.028272751964884,A,Marketing,Mid,Portland
43.53831009767835,100939.753374786,14.197161671012555,9.355205909615545,A,Engineering,Senior,Boston
19.852440433578693,33027.755485765236,-2.6105224901342297,6.640525696542456,B,Sales,Mid,San Francisco
31.95413774624983,70295.90312944475,6.532711056025986,8.300972453212726,C,Sales,Junior,Chicago
21.860199767325092,39006.018742833294,0.40019943334928865,7.498447977271421,C,Marketing,Mid,Miami
20.926560190286125,37106.93003539733,-2.0107161453265903,6.168800871104015,A,Engineering,Mid,Portland
35.039133709778945,80019.2624428122,7.585597635944151,8.474707951193844,A,Sales,Senior,Denver
41.40467958405358,95610.34385459879,12.213435674613908,9.300432801168727,B,Engineering,Junior,Austin
34.163719860782216,69709.43035694906,6.425873592258925,8.101451487679128,A,Engineering,Principal,San Francisco
32.24595274191897,67157.60371234066,5.834368812764926,7.839463437488826,B,Engineering,Junior,Denver
42.22752306431106,94023.15954402674,12.482798443163883,8.976229449940146,B,Sales,Mid,Miami
37.01354703824649,79394.84910556117,8.953343566970048,9.055071217407601,C,Engineering,Junior,San Francisco
33.28774649344561,69950.4147778582,6.329746852633872,8.098981364332772,C,Engineering,Senior,Miami
34.635804115251815,74551.8853822945,7.981675087322385,8.28972101290634,C,Marketing,Junior,San Francisco
32.037209807638966,67027.32360417981,5.731791697923443,8.110090951007617,A,Engineering,Mid,Seattle
30.680023763257914,63921.54057616396,4.837421930755879,7.780269265794818,C,Engineering,Senior,Boston
27.750086549672766,58156.758898118045,3.6886510796037695,8.284854414906091,B,Engineering,Senior,Boston
38.40775682142614,88349.53247011735,11.237024419580704,9.10584089742995,B,Marketing,Mid,Seattle
20.129984638013426,37248.40427576291,-2.02561343605948,6.547573855608258,C,Engineering,Senior,Seattle
23.484375214385402,42496.62827698712,0.7988171387650755,7.194996139758013,C,Sales,Senior,Los Angeles
39.820260591440714,94127.18169276824,10.83696503028156,8.929062820396584,B,Marketing,Junior,Denver
38.750867666913216,86264.98327241291,11.147671338643237,8.926123907977372,A,Engineering,Mid,Miami
36.452438383414815,79956.98494536913,8.00476128709539,8.219822545136616,C,Engineering,Principal,Miami
45.21711453066091,105584.14594832472,13.627173016333018,8.075695548269843,A,Sales,Mid,Miami
25.851061345319238,53171.84317768616,3.034616234542623,7.458786012468597,C,Engineering,Mid,Los Angeles
40.58069210414838,92360.75966932242,11.811046949567203,8.758610093993251,B,Engineering,Junior,San Francisco
34.13877969878916,75929.87186746676,6.860068269026995,7.354326097009813,B,Engineering,Senior,Denver
31.763704625053702,70526.48791271717,5.336112821110279,7.710114228869469,A,Sales,Principal,San Francisco
29.227949877632895,59071.20582059032,2.5675230769551565,7.351984059290885,A,Engineering,Mid,Chicago
36.00834259019945,76858.24456887491,9.582763266518239,8.611056189171816,B,Marketing,Mid,Denver
33.364234568768886,75924.23035052174,7.754106763873245,8.82426150541176,C,Engineering,Junior,San Francisco
41.639169687263696,97021.03596900326,11.93677560602477,9.426185415854533,A,Sales,Mid,Nashville
29.643813277273637,57657.670683009055,3.346446359190109,7.611790979730004,A,Engineering,Mid,San Francisco
39.79303238166932,90624.81999277139,12.31155520553489,9.379870030841099,B,Sales,Mid,Boston
28.72185050940253,60268.49317801092,4.627022321674277,7.915797280104924,C,Engineering,Senior,Seattle
25.49153731122072,52048.213577628616,1.5598826256465914,7.093148513239981,C,Engineering,Mid,San Francisco
31.08860027463555,64367.80047761156,5.048136664270151,7.528166759766698,B,Sales,Mid,Seattle
33.958417666143816,73428.8998766381,7.2986733804720805,7.70036445236212,A,Engineering,Mid,Miami
32.53768745791442,69070.97415357451,6.181999926322677,7.441910972373136,A,Engineering,Mid,Phoenix
33.31559596044125,68664.12912280396,6.289278101876828,7.301444208583202,A,Sales,Senior,Seattle
31.909028637762045,70060.20889432942,6.589165767288388,8.208144884816612,A,Sales,Mid,Chicago
31.09607926589246,66533.6838829674,6.233494378089575,8.276869382890954,C,Sales,Senior,San Francisco
29.03388656401322,56642.582844614815,3.752730276074605,7.124765764445511,A,Sales,Junior,Miami
31.716586233140116,67950.4038623359,6.001680590748871,7.639544880284543,C,Engineering,Principal,San Diego
32.52037619664467,69751.90319742312,6.59205305949613,7.751836440665052,A,Engineering,Mid,San Francisco
31.87888654454839,68049.00411687295,6.280958127219568,7.432143733193749,B,Marketing,Junior,Seattle
33.656617252131895,73922.23635890255,7.119873072562373,8.061491011299733,C,Engineering,Mid,Portland
36.265122328560786,80717.33393960897,9.084544270428006,8.265676449512767,C,Engineering,Junior,Portland
34.100570526130134,75102.05218310362,9.159766712344917,9.315246623608509,C,Engineering,Senior,Phoenix
38.06908209349746,86672.03076707039,10.203238230724923,8.714586150574876,A,Marketing,Mid,Portland
34.593639924764496,75905.1476414505,6.9579549933782,7.17057142239546,B,Engineering,Mid,Miami
28.151903628679023,54381.70635933981,1.9300451790856883,5.754849365958122,B,Marketing,Senior,Chicago
24.140643961837718,43650.1009267282,1.1053390023657244,6.969731485613563,B,Engineering,Senior,San Francisco
33.594191180700925,72148.11648024674,7.257739088285894,8.005492755568763,C,Sales,Principal,Austin
33.60465475192635,73534.13681987452,7.556816966457513,8.017514305017553,A,Engineering,Mid,San Diego
45.632313386866116,108584.7807732709,15.649704208467217,9.325267757386907,A,Engineering,Senior,Miami
31.641521614580764,65040.37584148874,4.498680664848439,6.622084969170476,C,Sales,Mid,San Diego
30.50763548225884,62734.680303175744,4.087916947927212,7.505804733899028,B,Engineering,Junior,San Francisco
48.168809943108414,112616.52324817854,16.136922294593735,9.276541985152585,C,Marketing,Mid,Los Angeles
36.73882203308544,80694.26608185936,7.339166576444503,8.384412394626192,A,Marketing,Mid,Boston
31.134476999158608,68389.75480652793,6.096088115573224,8.117327132301382,C,Marketing,Junior,Miami
43.011703462955566,100177.51934459587,12.28340853046464,8.549581808957203,C,Sales,Senior,Miami
27.846138312930172,57978.50394132823,2.762397250060112,7.338273041659258,B,Engineering,Senior,Los Angeles
36.067729348281134,78723.7490598378,8.649422525239585,9.035053376455554,A,Sales,Senior,Seattle
31.394308397978815,67335.233279777,5.67465534673525,7.691595020565153,B,Engineering,Junior,San Francisco
30.606017748120195,64686.53163259097,4.281640685161378,7.635837968698633,B,Sales,Senior,San Francisco
35.41364871077297,76977.73944206037,9.154311635853844,8.941172378935681,C,Marketing,Principal,Phoenix
45.573723796865686,110615.08034676049,15.747607292605645,9.982513475542445,C,Sales,Junior,Phoenix
41.741397701877,95451.98448377922,13.462056965685129,9.139616302139949,A,Engineering,Junior,Austin
36.35780421133281,80391.56359714312,9.27761693540843,7.274339707579465,B,Engineering,Mid,Miami
35.75618309532064,75395.78912804356,8.14169843195863,7.667928723583023,A,Engineering,Senior,Portland
35.127092497546734,75495.22695471699,6.572078358546873,7.600160287096706,A,Marketing,Senior,Boston
36.72753177541774,79473.26655604423,8.968962207183734,8.737622397066279,B,Sales,Junior,Portland
30.477328036914265,65342.05657739548,4.927747389846042,8.257011061724382,A,Engineering,Principal,Denver
33.69675366819857,75483.99964726483,7.254516624953368,8.642077887179509,A,Engineering,Mid,San Francisco
42.0638570134306,96854.165294943,12.482688239272981,8.882782661093103,C,Engineering,Senior,Nashville
36.79224562643438,79502.94229277874,9.599654253830028,8.425667791467271,B,Engineering,Senior,San Francisco
37.912443916547964,89321.7354333089,10.415638528854494,9.59708128530194,B,Engineering,Mid,Miami
29.43457416350051,59082.58797113641,4.041440155986423,7.308827070542044,A,Engineering,Mid,San Francisco
29.226053449837494,56373.66758648561,3.020153177075258,6.883908669228795,A,Marketing,Junior,Seattle
32.28072410496292,70113.0895059214,5.304978235007497,7.876872179296301,C,Engineering,Senior,Phoenix
29.723451160971972,65108.81127070134,3.594316763367497,7.337428424574616,B,Sales,Junior,San Diego
29.379255630788357,67016.60267872241,4.6798616095458545,7.555622755907538,A,Engineering,Mid,Los Angeles
21.99091751271266,36760.713003909266,-1.6076954585478607,5.666060544409657,C,Engineering,Junior,Seattle
29.90021419352552,61651.025397640595,3.892270203043646,7.585145484429334,A,Sales,Mid,Miami
36.5583489987273,80703.61865189632,8.18638679182212,8.345498588780584,C,Sales,Mid,Chicago
38.3244500030663,88917.2546397541,10.265730680038645,9.446683746072624,A,Engineering,Principal,Miami
41.818152824685896,93173.06487445073,12.18599323927509,7.990268305787964,C,Engineering,Mid,Austin
32.338898505112404,66771.66764058745,6.2174303176110115,8.228013119701432,A,Engineering,Senior,Phoenix
42.802618015195925,99125.86938970728,13.048023988124523,8.485527349481247,A,Sales,Mid,Miami
49.44858800227239,120035.92047765995,17.660240664114752,10.157496878585144,A,Engineering,Junior,Los Angeles
41.565443179341116,95814.06617582058,12.73215154102394,9.563254647787415,A,Engineering,Junior,Portland
34.38787526735288,79488.58144587916,7.548730261736299,8.935679352975406,B,Sales,Senior,San Diego
31.453033026636845,66884.9515904933,5.0872641618072105,7.994605648488738,B,Engineering,Junior,Portland
40.06573288951891,93556.8027676298,10.761280042469087,8.738298532643059,B,Sales,Mid,Seattle
26.65175852456582,53453.22107228194,2.5395075562038283,7.318031216238488,A,Sales,Mid,Chicago
43.20426268153179,102177.81254040467,14.233874592573923,8.052692908180441,B,Marketing,Principal,Portland
34.95927966709254,75043.6310369383,7.432944189140817,8.072518677966467,A,Engineering,Senior,Denver
33.46906351870769,73925.78326944521,6.3995097014796,7.912691152785018,B,Sales,Junior,Austin
31.641596054946184,63041.009861643346,5.817896101498204,7.673741383509426,A,Engineering,Mid,Los Angeles
33.36990843695685,69246.68002298792,7.284417136568824,8.141660889588854,A,Engineering,Mid,Nashville
37.88021734883087,88555.93628260496,10.403333717218368,8.382039896418076,A,Engineering,Mid,Nashville
30.66477335686137,68849.07168993751,5.413224916527329,8.051616721279041,A,Engineering,Mid,Nashville
37.68583025683265,83879.24706890961,9.960672632052553,8.651728402518696,C,Engineering,Principal,Austin
24.521601648605486,44305.00730195375,-0.7734408793595957,6.29317547522134,C,Sales,Mid,Phoenix
30.591597607267346,65916.06926587997,5.221258466358389,8.478892733552513,C,Marketing,Mid,San Francisco
25.9207440589296,49209.05830646177,2.0072205694232323,6.7394686792818295,A,Engineering,Senior,Miami
35.83522177773823,81546.45205934315,7.769800216911136,8.860082568102644,B,Engineering,Principal,Chicago
38.104722903429746,86620.20550428843,9.994918940240737,8.874582909024038,A,Engineering,Principal,Austin
31.10269107865641,65093.79746420861,4.458217766083861,7.871841923863969,B,Marketing,Mid,San Francisco
42.36312849747628,98528.55170303633,13.165700069835923,8.476697568769866,B,Engineering,Senior,Seattle
33.3485964639355,72645.05486766617,7.654599159264561,8.557854443813714,A,Marketing,Senior,Phoenix
34.000240634807234,76021.34164459602,7.471180818643295,8.728451333907548,A,Sales,Junior,Boston
42.68131572470173,98467.60881039478,12.081970748900837,9.275327072909352,A,Marketing,Principal,Nashville
32.80681701556718,69893.72320283888,6.364411888980015,7.830430264449107,C,Marketing,Mid,San Francisco
27.62065565873287,54804.28762225246,2.616050291592522,7.53613563649433,B,Engineering,Junior,Nashville
36.232929731846404,80228.45318175304,9.822566244207257,8.08749051338444,A,Sales,Senior,Austin
28.354658314813772,54991.611414728126,2.2780934072656036,6.533595211397982,A,Engineering,Senior,Portland
28.352288449709526,60181.55562107221,3.8590698691613103,8.029220017140867,B,Engineering,Junior,San Francisco
40.92176103873138,99446.67547513689,11.02684319436406,9.2500358974689,B,Marketing,Principal,New York
20.864970736297145,32375.661138753472,-2.461593044988975,6.051466410522122,C,Engineering,Mid,Chicago
35.349385360984456,78163.44953760093,9.253976488608245,8.859908439633044,A,Sales,Mid,San Francisco
21.326625286260747,36533.903613030336,-1.8099205828889442,7.140560951668208,A,Engineering,Senior,Austin
33.32982458399066,74503.96527217014,6.7245964628209,6.873098872506793,A,Sales,Senior,Denver
50.75999927404069,121102.93199224523,17.19471635634637,9.781613106954222,A,Engineering,Junior,San Francisco
26.235175213326784,49268.40918910977,1.6461206182322936,6.981475382539374,A,Engineering,Mid,New York
31.255124346838887,65633.6660955098,5.1318157181139,7.694025959013282,B,Engineering,Junior,Boston
28.007424645421185,57179.291290174384,4.156911464662599,8.143314473699773,A,Engineering,Mid,Phoenix
31.906366805472828,66420.04547030968,6.344753696035597,7.429759945396427,C,Sales,Senior,Phoenix
34.11453832982681,72310.44126173275,7.322484831146296,7.337231096347924,B,Engineering,Senior,Austin
32.65739616849296,68185.5352624156,6.97422325871949,8.900745034627612,C,Marketing,Mid,Nashville
27.99542311709119,57182.702221340034,2.5082230500459604,7.698909916894418,B,Marketing,Principal,Phoenix
35.561587301817966,75902.31378933931,8.582734482722952,7.982663691352605,A,Engineering,Senior,Denver
35.58719492295681,80556.53409477726,9.875784990119916,8.804739368171036,C,Sales,Mid,Austin
29.819589750524138,61697.19243429804,3.6079932915539596,7.277123380608099,B,Engineering,Junior,Denver
42.1543215350668,94080.37251575677,11.459982961408155,8.6832857961148,B,Marketing,Junior,Los Angeles
32.933777217721506,68774.66260614872,6.007451621381309,7.915873406723873,C,Marketing,Senior,Nashville
31.878296696779188,65876.38324661486,4.350620954556774,6.3227966166358645,B,Marketing,Junior,San Francisco
31.851136323055567,69364.16476839126,5.917330553444995,7.7991409240325265,C,Marketing,Mid,Boston
31.021523953585913,65900.50623012296,4.5613431979643835,7.161276597231339,A,Engineering,Junior,Austin
34.15079013441826,71605.42746432015,7.810683887953402,7.404041630668878,B,Marketing,Mid,Nashville
27.25116265974371,53392.67391129815,2.329490852075386,7.331172228930844,A,Sales,Mid,San Francisco
35.76091089673078,79430.46885660812,7.962782864673968,8.333585948815262,A,Engineering,Junior,Denver
34.21726343831149,75242.87548040225,8.235456469064108,7.8377171628729885,A,Engineering,Mid,Denver
37.25411087018106,84530.74285017462,9.159205935182648,8.51882244134178,B,Engineering,Junior,Austin
30.330472903643713,61743.99980225894,5.292422795547715,7.566795415890169,A,Engineering,Mid,Boston
36.296605205211556,83335.08605311073,9.578511249670896,7.785881954067612,A,Sales,Junior,Phoenix
43.963577907085124,106608.86917555323,14.864059203264185,9.445580180892208,B,Marketing,Senior,San Francisco
30.7356345376136,65418.508198034746,4.678962901487394,7.905318292953687,C,Engineering,Mid,Boston
42.79230353980261,98688.56201314402,13.166954152239887,8.279605014563773,B,Engineering,Mid,Nashville
42.23432247498375,99925.97652899961,13.01617777966845,8.905992035880539,C,Engineering,Mid,San Francisco
25.70274211455873,48545.739424169195,1.5684491677590788,7.644369528885227,B,Marketing,Mid,San Francisco
24.801247755415844,47690.81419517814,2.036256645925749,7.995658862630715,B,Sales,Senior,San Francisco
41.473145857087545,96344.29604150205,13.268143148799522,9.64896783651582,C,Engineering,Junior,San Francisco
31.31378859725161,66257.72014740808,4.0222988706537715,7.1873340829203585,C,Engineering,Mid,San Francisco
25.795351932632492,48774.77588872656,1.5525422705651275,7.851822429719128,B,Engineering,Senior,San Francisco
32.17691689622703,69653.24474441195,5.966976988978281,8.525539430695362,B,Engineering,Senior,Miami
31.036092933209027,65044.7122844885,5.246856306879931,7.271148349068769,C,Engineering,Junior,Denver
35.72533031328393,79862.4790081423,7.888155750711779,8.201725714181041,C,Engineering,Principal,Boston
