age,income,category,experience_years,department,salary_band,performance_score,location
36.31506730637647,79533.49136743988,B,9.29736787843818,Engineering,Junior,8.940916864089278,Austin
31.346653990496204,64537.93256944292,A,4.606800003039103,Engineering,Mid,7.0841705977164064,Phoenix
27.959729885151575,52577.6025266231,C,1.2834018786804595,Sales,Junior,6.1121555470760605,Miami
31.984428617995757,70092.78840726534,A,6.00926005107731,Marketing,Principal,7.890998642198978,Portland
34.40695299274105,77846.87958074389,A,7.318563550790713,Engineering,Mid,7.933135720409089,Boston
32.351333551429086,67117.02932122961,C,6.47877329908065,Sales,Mid,7.954519991472197,Boston
38.41141756831396,86946.53662902309,A,10.671974155118654,Sales,Mid,9.501448011678358,San Diego
26.02743911983997,49430.263257923114,B,3.5404803990437395,Sales,Junior,7.364216819053591,San Francisco
27.19924242726732,55317.14602417877,B,2.978169947037423,Engineering,Senior,7.4738421093908824,Chicago
29.639534884938236,64053.587787355485,B,5.044650703725566,Marketing,Mid,8.713432393811777,Denver
