age,income,category,experience_years,department,salary_band,performance_score,location
27.4905642141788,52288.6300670355,A,3.097965653146902,Engineering,Mid,7.096674273685165,San Diego
26.279860744070856,52152.54163225861,A,1.306305392225065,Engineering,Mid,6.545555564950867,Nashville
35.65849101574772,79295.35753993968,A,8.15018967474966,Engineering,Mid,7.583608619591272,Denver
38.69901388557599,89804.51569148438,A,10.761620494745497,Marketing,Senior,9.023555631353352,Nashville
33.62893760109451,76601.87494562658,B,7.31267392295199,Engineering,Mid,8.819368264744586,Los Angeles
35.42777760686775,80855.34205258942,B,8.89201961790088,Marketing,Mid,9.440596297968952,San Francisco
36.83275991071774,82526.16723899706,A,9.951536876357116,Marketing,Senior,8.757306777448738,Los Angeles
31.649404394810208,67324.85672464708,A,6.290419954026486,Engineering,Mid,8.10396838741487,Los Angeles
30.725302756945467,66479.11303984177,C,4.833483665427297,Marketing,Junior,8.390061730684243,Seattle
35.69541869307337,78042.60807703497,B,7.521205280393373,Engineering,Senior,8.20178840172116,Seattle
