age,income,category,experience_years,department,salary_band,performance_score,location
31.060675220658688,70757.19862215548,B,6.474128193029669,Marketing,Mid,8.618989745892808,San Francisco
35.059581421809426,83647.79447955728,B,9.066562268223374,Engineering,Junior,8.932301787475664,Austin
26.88563012681138,52349.508867173616,A,2.2631074868859127,Engineering,Junior,7.90661872893802,Portland
38.92168935627454,86086.82115077034,B,10.97522090954531,Engineering,Principal,8.63855621204212,Phoenix
29.710283621461993,64666.36197335526,B,5.404062740040105,Engineering,Mid,7.876160835930172,Phoenix
30.663092152151258,64572.32224689691,A,5.734091295529174,Sales,Mid,7.47259547016559,San Francisco
29.16133512587092,64744.66349039713,A,5.449610783251064,Engineering,Mid,8.130049363509091,Austin
36.6081383715359,79615.46728953146,A,8.10553971076439,Engineering,Junior,7.055921143748559,Nashville
32.45191193431106,67494.13896269437,A,5.603831031122924,Sales,Senior,8.028336613829286,Seattle
38.54853908172962,87695.73194710001,B,10.28483533462526,Sales,Senior,8.412491458794989,Chicago
33.13023405563934,68977.89143626457,B,6.168020765933901,Sales,Senior,8.380005875003318,Chicago
23.59786366522315,44018.23443902147,B,0.744056272381731,Engineering,Mid,7.073073734758733,New York
43.12188779506151,101258.70072859831,B,13.19132834071321,Engineering,Junior,9.2461942364209,Phoenix
35.96164989449216,74590.75013201038,A,7.706297738035802,Engineering,Senior,7.847036487760808,San Francisco
31.32751987055226,66982.3625960255,A,5.993000202189522,Engineering,Mid,7.199239770229163,Nashville
37.0128799273641,83026.54251580771,B,10.462443300553614,Sales,Mid,9.3575025619765,Austin
39.51113101623918,90225.08450953601,C,11.475303762701447,Engineering,Junior,9.451368693859902,San Francisco
35.4806477169426,77290.85408746346,A,8.84527150218857,Marketing,Junior,9.409594192153818,Los Angeles
41.924266497279845,97145.34297662685,B,11.705951301761893,Engineering,Senior,8.998796619485681,Chicago
27.605193400557177,59289.64175113424,A,4.361223476166117,Engineering,Mid,8.681346770944089,Phoenix
33.61897437907892,75413.35096637743,B,8.223034867680806,Engineering,Junior,9.165418948249506,New York
34.35041211962014,76267.9675743407,A,7.948958045815873,Engineering,Senior,8.46008829028713,Nashville
29.764821334407834,61915.79385018438,A,4.882277843459054,Engineering,Mid,7.208782934190622,Denver
24.819582048770947,47871.19666984667,B,1.1619701393555681,Sales,Mid,7.224306200213881,San Francisco
34.867188692726,76465.58146923398,C,8.428820308815544,Engineering,Mid,8.985640254863068,Los Angeles
28.86930264117415,60563.777452266826,B,3.872837538824435,Sales,Mid,8.707653333427164,Nashville
32.46816205121707,69406.47464523341,C,7.018808061677509,Sales,Senior,8.355142573233408,Seattle
37.67531313948076,85178.2391014064,A,9.766749566858863,Engineering,Senior,9.569313655140881,New York
41.98588084790045,101834.2286956546,C,13.203202166975895,Marketing,Junior,9.18202338228553,Miami
40.50354356519174,92102.92622606255,A,12.132619919226189,Marketing,Mid,8.138211431039299,Nashville
40.80590118164364,90842.91659555299,A,11.319594947327062,Engineering,Mid,9.125535007858284,Denver
28.3933454519314,57994.49102764596,A,3.87078811957629,Sales,Senior,8.352847947995674,San Diego
35.30280262832268,72297.22641785232,A,8.127979234395761,Engineering,Mid,8.051550040729158,San Francisco
30.86296780066912,66905.42567057094,B,5.529993316767055,Engineering,Senior,8.63740667273263,San Francisco
43.02681194993529,102197.46619214375,B,13.56400866566431,Engineering,Junior,8.95718868219234,San Francisco
38.272844680580036,85486.55049506575,B,9.617384348960266,Engineering,Senior,8.43571171624174,Boston
32.41097879741095,73614.08508259179,C,6.22659257496638,Engineering,Principal,7.947531475920103,Seattle
33.16246154044176,69954.69519952488,C,4.994754944882484,Engineering,Senior,7.299065550340413,San Francisco
46.69129317600515,107721.31175320977,C,16.032908550274957,Marketing,Mid,9.300845379260448,Austin
38.00995427475027,87470.87040178152,A,11.131839941486366,Engineering,Mid,8.757757196867491,Portland
27.459773836106727,55543.633230658124,B,1.8962155771833489,Engineering,Senior,6.643541453280955,Phoenix
34.13295249678097,77583.07057942427,B,8.708474399524984,Marketing,Junior,9.355348365896573,Los Angeles
28.907753249222253,59294.87804340918,A,5.156307262548141,Marketing,Principal,7.341055048498921,New York
28.389900271828818,54348.945569756004,A,4.021557503326989,Marketing,Senior,8.21277126150374,Phoenix
38.07069631199308,85313.0128029605,B,8.355384406129302,Engineering,Senior,8.015228573103483,Phoenix
40.232457437589886,93455.1502031323,C,11.418330316570719,Engineering,Principal,8.856479413303088,Los Angeles
33.66933597366276,70095.64042555867,C,5.72488702005708,Marketing,Junior,7.709424282666437,Seattle
32.391757243524935,71580.82793836496,C,7.060664754755045,Engineering,Mid,7.908694777508992,San Francisco
39.43638341390831,86569.60182852598,C,11.67665604364614,Sales,Mid,8.676684745424131,Boston
27.031479688224387,53084.60447295107,A,0.7337927898908045,Engineering,Senior,6.427615468480232,Austin
29.023900953519103,60992.07984318668,B,4.361046596004597,Sales,Junior,7.9190647491573305,Chicago
30.619716285976757,63959.341117838194,B,5.686097983617065,Engineering,Mid,8.107037724991226,San Francisco
29.842218427229273,63290.71989187616,B,4.322812857636845,Engineering,Junior,7.856110793365649,San Francisco
35.98448837777329,84338.4360126178,A,9.35432002398859,Engineering,Senior,9.11977020470228,Miami
35.595966103157735,75307.93758672384,C,7.376007562864647,Engineering,Mid,7.041582270924661,Boston
35.59519679781049,77425.45547479163,B,8.58828808064241,Sales,Senior,8.248560980801104,Chicago
41.61446299160082,93075.64851278886,B,11.663838010701674,Marketing,Senior,7.782615515435535,Nashville
32.45827840687418,69643.90643828307,C,6.565653773763749,Engineering,Junior,7.600061439763385,San Diego
43.632352134604176,100328.87149019571,A,12.83093574651309,Marketing,Senior,8.00815239635786,San Diego
45.62503705850949,106002.54747206012,C,14.48107910543231,Sales,Junior,9.212970075591222,Boston
39.4385522500902,90716.6277330417,A,10.840003818190567,Sales,Mid,8.62378591236341,Denver
39.768747041874654,88643.02880380534,B,9.182813953060604,Sales,Senior,8.019715661377461,Miami
32.04645721107025,66541.23964700219,B,6.295584142751615,Marketing,Junior,7.648381686478939,Austin
25.976759352179577,51145.05283926015,B,1.304319535627248,Marketing,Mid,6.372075462540619,San Francisco
36.271054751418745,81964.18459991615,C,8.335219198097963,Engineering,Senior,7.585248309345423,Phoenix
36.731316474869764,82713.89116391588,A,8.785513045145056,Sales,Junior,7.420916755657847,Phoenix
33.14684143202887,72608.81905659915,A,5.73851386662312,Engineering,Senior,8.537076996672388,New York
29.382327523878917,61569.75332215915,C,4.124107979011917,Engineering,Mid,8.217257823763527,San Diego
17.926521016800187,28737.076010019882,A,-4.41366933365021,Engineering,Mid,5.946858588106146,Phoenix
28.973246506175858,59667.4185973799,B,3.283781518958901,Marketing,Mid,7.283827757660543,San Diego
32.71641734089858,71048.40325657588,A,6.009349890922769,Engineering,Junior,7.505470916259008,Chicago
36.9692232719262,82341.10839071279,C,10.227562399092765,Marketing,Mid,7.937622915845535,Boston
37.27932833423461,80484.52259616763,A,9.238165289670551,Engineering,Junior,8.082114561010895,Denver
44.33632145276713,103197.5304306615,B,13.67004573063857,Engineering,Junior,9.151697835546187,San Francisco
38.73220651317105,87645.70687597884,B,10.874249715996058,Marketing,Senior,9.093101978370253,Miami
37.78476535618605,82609.13894909159,A,9.424745725432333,Engineering,Junior,8.744575059447513,San Diego
31.704538896508687,68306.82791839757,C,6.135506996995273,Sales,Junior,8.273963926651923,Chicago
26.01397351316346,52722.869117931594,A,1.1628645170985479,Marketing,Senior,6.8769741560000455,Chicago
41.39578616118501,95516.94457925996,C,13.001477808338716,Marketing,Mid,8.647735746804567,Portland
25.583278113382082,49906.34676714515,B,2.4607256599252096,Engineering,Mid,7.821508105384876,Boston
38.75573214907978,89053.59713487979,A,11.974514075821329,Engineering,Junior,8.80237943641243,Portland
45.352129615259024,107910.26904643414,A,15.585317585176272,Sales,Junior,8.829831910683051,Los Angeles
30.343875888272688,64947.11566822989,C,5.051969273533821,Sales,Junior,7.391169762585021,San Francisco
27.57014302868908,59449.27361219397,B,4.449874273970591,Marketing,Junior,8.167022086010256,San Francisco
25.61801409497098,53891.36971040188,A,3.987916791670241,Engineering,Senior,8.282643869873082,New York
36.754749206942,83845.45682467258,C,9.268982783815089,Marketing,Mid,8.488616494576716,Chicago
35.544805343450804,81292.11314466318,B,9.37168662853061,Engineering,Mid,9.239622425754126,Nashville
32.892029493349064,70234.33821468808,A,7.474503246321688,Marketing,Mid,8.161356474116241,Denver
34.96888618352394,78185.47128219984,A,7.771363336839622,Sales,Senior,8.127049455452909,San Francisco
31.04237773079725,68789.32103607763,B,6.350764971065262,Sales,Senior,7.997509105067449,Los Angeles
34.21297791335128,77836.80950011832,A,7.922823551707518,Sales,Junior,8.428854035986092,San Diego
34.52446040390099,76998.11266307345,C,8.029854687839954,Sales,Senior,8.622239714336628,San Francisco
34.15542071142279,74130.5047599474,C,7.8813687453090076,Sales,Junior,7.940582730811557,Portland
42.1829567373717,101774.71018542573,C,12.993850771856316,Marketing,Mid,9.309414871704911,Phoenix
45.21128722441194,107809.07120907988,B,15.805873283907296,Sales,Mid,9.702217271250161,Portland
39.50115381095812,90555.372018518,A,10.891178452644235,Marketing,Senior,8.46017991238808,Boston
37.54451398923883,83998.16899816092,B,9.916169857255008,Sales,Senior,9.234339151051108,Chicago
30.699121276427284,65170.50168802646,C,4.6827357010322554,Sales,Mid,7.425003126499769,Los Angeles
40.51661434462688,91199.09024349062,C,11.555432237483563,Sales,Junior,8.404506290244292,Chicago
27.7282008660829,51574.6234630961,B,2.7015704561567713,Engineering,Senior,7.498845155891533,Los Angeles
