age,income,experience_years,performance_score,category,department,salary_band,location
31.90072915237536,67130.34888102896,5.374052571817414,8.067217132020517,C,Marketing,Mid,San Francisco
33.99506066644719,73722.91561104824,7.714952083342323,7.839160487418005,A,Sales,Mid,Nashville
20.044435380339753,33104.11658693657,-2.0122681641989466,7.148564701957,A,Sales,Junior,San Francisco
34.42425351608015,73813.20109216329,7.824231323355329,7.610282992936143,A,Marketing,Senior,Portland
34.51282380803332,75278.79568528123,8.92758616158105,8.7650820744862,B,Sales,Junior,San Francisco
36.08280253813448,83325.38322895479,8.628597605514376,8.648396300989761,A,Sales,Mid,Phoenix
27.868863570679643,56073.51002016753,2.5396625015507928,7.0439184418057454,A,Marketing,Mid,Austin
36.11717649386336,80430.44852060232,9.102476982213572,8.038512020423264,C,Marketing,Mid,Phoenix
29.001338412195274,57971.89580961218,3.2082109451965466,7.114065801892635,A,Marketing,Mid,Los Angeles
27.4568951921691,59226.7734162564,3.6187221676252457,8.119043010911241,A,Marketing,Senior,Boston
34.22612700770806,78786.58076084322,8.59267504486939,9.286282892772274,B,Engineering,Mid,Miami
32.40088714495402,66292.3155877727,4.850670535085026,7.442434322073177,A,Marketing,Senior,San Francisco
41.09485969737966,93638.76989708838,12.148323431551834,8.91449720805172,B,Engineering,Senior,Seattle
18.19421523704372,27500.683847889748,-4.565676560628555,5.7543050904823225,A,Engineering,Principal,Denver
31.06291611283168,63556.545088116705,4.933724701741655,7.747577900070196,B,Engineering,Senior,Boston
36.369049144273454,78413.3514758923,8.030174295591703,9.796102290857336,C,Engineering,Junior,Chicago
19.64825007101213,36178.72918268043,-2.070401352454372,7.158843441397369,B,Engineering,Principal,Los Angeles
29.877933193390994,60311.10691315142,4.122802306234361,7.836594100200643,C,Marketing,Junior,Chicago
28.706075031013278,61074.412803131716,2.011160191517696,6.777295892265927,B,Engineering,Junior,Austin
33.17815307666659,72403.29035440342,6.347971675436113,7.696999056532534,A,Marketing,Mid,New York
28.286313135715062,60496.42014287834,4.229399310447917,8.01110459428033,A,Engineering,Senior,New York
32.19584326753126,69482.91792548906,6.985880757610097,7.852192322089812,A,Sales,Senior,Phoenix
34.89975755180096,75045.63901869401,7.70748021994052,8.685868983855693,B,Marketing,Mid,Austin
36.83852796109957,77795.97943543836,10.21572547984598,7.165531325443269,B,Engineering,Junior,Boston
35.297506865036034,75817.39978416915,7.381105962466627,8.036843598808877,A,Marketing,Junior,San Francisco
40.33643874750047,96888.36388796178,13.233282961684452,9.871005197772377,C,Sales,Junior,New York
26.93739122590196,54322.65825120338,2.248173212356191,7.087155893677943,B,Sales,Mid,Denver
38.97181837157317,91298.33702335661,12.545372951671698,9.039241539222928,A,Sales,Mid,Chicago
30.053431467755942,61193.32575939504,4.013218572871779,7.103822392824309,C,Engineering,Mid,Los Angeles
46.44771381274359,114427.21627319511,15.872026917292912,9.472911400301193,C,Engineering,Junior,Phoenix
42.474795051310934,96917.9516131763,13.248149209763628,8.760927296182839,A,Engineering,Mid,Chicago
32.30870150538831,66849.57122143618,5.259368934562765,8.38567711168152,B,Engineering,Senior,Phoenix
44.64155915972434,108907.63977212828,15.109978056670018,9.699997346825242,A,Sales,Senior,Boston
41.64833378496307,97024.94077317347,12.697460286098503,8.937911666213395,B,Sales,Junior,New York
48.74989346271583,114422.87619393293,16.3856952600554,9.667509867400467,B,Marketing,Senior,Denver
45.65744360921468,109148.77819401206,16.021368590853374,8.448141491561078,A,Marketing,Mid,Los Angeles
35.960912860685475,78918.18230525249,8.42740415241796,8.56956410007716,B,Marketing,Principal,New York
26.299654268548736,50665.991324889226,2.5027118327997586,7.820741929441669,A,Engineering,Principal,New York
31.12006053363467,64761.80030000753,5.105328020457625,7.230898504531443,A,Marketing,Mid,San Francisco
43.55149029408958,99678.4506644094,14.435050591879936,8.832641834406497,C,Sales,Senior,Los Angeles
32.23144031082053,66474.10425393503,5.965000887863566,7.589507616651581,A,Marketing,Junior,New York
39.29483053146687,86453.04855394278,9.885114093035673,8.387924805564134,B,Engineering,Junior,Chicago
41.68070637496542,97086.2544575488,12.778187989547876,9.691242976429162,C,Sales,Mid,San Francisco
46.636209759243464,110604.56901393105,15.576743254602635,10.346245786960464,A,Engineering,Senior,San Francisco
27.268825935972647,51890.53802596821,2.066262008213119,6.936449309829714,A,Engineering,Mid,San Francisco
35.1607791683014,75296.36763803393,6.8932741900803,7.26003596241323,C,Marketing,Senior,Chicago
42.42562629629978,100751.70054900409,13.079998262829596,8.570579488856865,A,Engineering,Mid,Boston
21.545719259562013,36735.049400426615,-2.1638692219077456,6.395315817326355,B,Sales,Senior,New York
36.53309740688163,83241.23861578411,8.628683181749368,7.759017028363268,B,Engineering,Junior,San Francisco
47.01445810781797,110621.35545520122,16.132032883601788,8.953385523110331,B,Engineering,Senior,Chicago
