age,income,category,experience_years,department,salary_band,performance_score,location
46.141515810109816,107367.53864450508,C,15.64127982122777,Marketing,Junior,8.19304361563145,Boston
24.115863507416563,48210.628227170004,A,1.6556063238675112,Engineering,Senior,7.245897013267287,Nashville
36.565098295580846,79562.53088036472,A,9.483041317148082,Marketing,Senior,8.322495337487931,Chicago
32.48407438170463,74145.70684160071,A,6.7357606891324275,Engineering,Mid,8.744895554926106,Los Angeles
30.96907987535101,62167.423794843366,A,4.507550376869251,Marketing,Senior,8.220236846947914,Nashville
30.577131249009618,64850.10447564296,B,4.140230174863859,Sales,Mid,7.53853112586813,Boston
32.32766452863006,70086.34758825954,C,6.250368452069047,Engineering,Junior,7.503768559089105,Miami
29.487701757350223,62925.42222425644,A,3.6379658372975183,Sales,Principal,7.050002811310839,San Diego
37.44670495326836,85156.01636775403,C,10.45627306372484,Engineering,Junior,8.690956983621295,San Francisco
34.65508137894646,73175.92036591646,A,6.838559246431615,Engineering,Senior,7.714758232853948,Seattle
