age,income,experience_years,performance_score,category,department,salary_band,location
23.957309169320176,43122.199894305166,0.7904883314391311,7.279505708035525,A,Marketing,Senior,Austin
29.696894067833544,62988.98700431906,4.185008845425639,8.204173902671469,A,Engineering,Junior,San Francisco
38.13366320212987,82799.65127220895,9.954443839984782,8.943824377349625,C,Marketing,Mid,New York
37.806286773142084,88156.90926394654,10.763029366492848,8.41446523350994,A,Marketing,Senior,Phoenix
44.44866457880717,101853.02210836679,13.948295091539713,8.610837759155622,B,Sales,Mid,Los Angeles
27.1280520375754,53598.69400619918,2.0208315356332953,7.213924531090671,A,Sales,Senior,San Diego
42.8247399664764,96383.9401405403,13.017731613244706,7.688572048983558,C,Sales,Mid,San Francisco
41.30704947989444,91746.28527153005,11.988605909034343,8.541159251923943,C,Sales,Mid,Denver
32.33857525338081,74142.28205949985,6.717043772797572,8.31677000894344,A,Sales,Mid,San Francisco
51.93579130284586,124369.41602430657,18.333379595694893,9.98232442561076,B,Engineering,Mid,Denver
33.43210936135099,71661.34021699624,6.124647976561992,8.00063384471977,A,Marketing,Mid,San Francisco
32.59305830747756,69928.812731701,5.609296141627592,8.12529540214436,B,Engineering,Principal,Miami
39.006984989306936,88372.11161489974,10.923252883233484,8.064138651380931,B,Marketing,Senior,Chicago
27.621543616273804,54863.546568396574,2.6885044191549374,7.196447889482457,B,Marketing,Mid,Boston
28.404001667404263,58107.04277120514,3.8668472630148787,7.682201303342128,C,Marketing,Senior,Seattle
39.034509040438685,84356.31573686589,10.972551746728755,8.885975065266209,B,Marketing,Principal,New York
32.15955652692289,68193.58482125516,6.166102291472322,7.856375721339708,A,Engineering,Mid,San Francisco
32.71391322356788,67659.10961422119,5.908038062276226,8.596706539084433,B,Marketing,Senior,Chicago
27.464562756324835,58579.87766508092,2.687295193278639,7.627711738756241,A,Engineering,Senior,San Francisco
41.613699040167674,94081.72555140244,12.215944702550974,8.341365471018369,C,Engineering,Junior,Phoenix
30.254162478482,60980.569534513605,5.052534548011164,7.744189508038129,A,Engineering,Senior,San Diego
38.79427842526291,84836.17066230607,11.501155381462205,9.04393267384784,B,Marketing,Mid,Denver
23.305443373508517,45095.31533606535,0.48358642096618176,7.5825696577832815,B,Engineering,Senior,San Francisco
29.18461069527703,61097.97491596447,4.632256617997765,7.967110150311096,A,Sales,Mid,Denver
38.03419757211185,84349.85962909814,9.389690948089454,8.35125306580797,B,Marketing,Senior,San Francisco
33.14668470224975,71620.61244304093,6.87125428671387,8.384457044476097,C,Sales,Mid,Austin
23.254886235410606,43517.26879970633,0.6593361206052419,7.612964998017412,B,Marketing,Junior,Los Angeles
48.780609773979286,113465.18829468107,16.23244619209815,10.142322818379908,C,Sales,Senior,Nashville
27.665855832253698,56321.22490459547,2.602957315616896,8.20192888563966,B,Engineering,Mid,San Diego
39.026800540413845,90983.85808250954,10.19294139488396,8.29773526709403,A,Marketing,Junior,San Diego
40.41456397176739,96399.92094922352,12.044072737407422,9.154127613069319,A,Engineering,Mid,Denver
40.59806873931377,93180.07362054862,12.577803321589968,9.504346604317554,A,Sales,Junior,New York
22.48406010121934,39080.49595694985,0.0719374191688118,7.480809765285588,A,Sales,Senior,San Francisco
31.465274276218906,66501.63291157896,6.657986035754416,7.828455198119756,C,Engineering,Senior,Miami
32.52849523968249,70874.4781139967,6.947667588222847,7.286631429753554,A,Marketing,Mid,New York
26.48892216982114,52631.93782202668,1.3047939042322856,7.016614182839886,B,Marketing,Mid,Portland
22.388773694371864,42712.90676210844,-0.5810683616891206,7.090160992920051,A,Engineering,Mid,Denver
28.332669062624536,59253.850550135656,4.602811255892691,7.516329496545149,A,Engineering,Junior,Austin
35.735242095909776,78663.08188825738,7.830009383123156,7.63860040706032,B,Engineering,Junior,Denver
24.457537902456927,44943.11383997432,-0.8074257335934609,6.93936143983853,A,Sales,Senior,Austin
29.08460709370312,60812.646494123626,4.192842921245294,8.997162772465185,B,Engineering,Senior,Phoenix
30.36929466259591,61737.09908225148,4.814566761258786,7.477127229111129,A,Engineering,Principal,Los Angeles
34.13699344950871,72504.22647963738,6.868271213829309,7.820435925586769,B,Marketing,Senior,Chicago
22.558351585429612,40459.80073159697,-1.856522241601244,6.122636518847411,A,Engineering,Junior,Austin
36.29614111182308,82330.05791382385,9.48115374586551,8.303529092748356,A,Sales,Senior,Chicago
32.566824043664916,68014.24021629189,5.9537866066852745,7.598448228271204,C,Engineering,Mid,Los Angeles
26.21442355974256,52688.37818346963,1.2084226879645765,6.609702429756375,A,Sales,Senior,San Francisco
29.63776882732195,58952.41755076588,4.43173949100915,7.779298125659762,B,Engineering,Mid,San Francisco
33.66927425421764,71238.11128273336,6.684899446923973,7.809559627845058,A,Marketing,Senior,San Diego
24.226807688373974,49985.94857455972,0.976351282567971,7.291554443909837,A,Engineering,Senior,Nashville
